date,USD/CNY,EUR/CNY,GBP/CNY,CAD/CNY,JPY/CNY,AUD/CNY,MXN/CNY,USD/HKD,EUR/HKD,GBP/HKD,100JPY/CNY,HKD/CNY,NZD/CNY,SGD/CNY,CHF/CNY,CNY/MOP,CNY/MYR,CNY/RUB,CNY/ZAR,CNY/KRW,CNY/AED,CNY/SAR,CNY/HUF,CNY/PLN,CNY/DKK,CNY/SEK,CNY/NOK,CNY/TRY,CNY/MXN,CNY/THB
2020-12-14,6.5457,7.9205,8.644475,5.120074,0.062858,4.92569,0.326017,7.75121,9.40423,10.32174,,,,,,,,,,,,,,,,,,,,
2020-12-15,6.5497,7.9456,8.71825,5.129195,0.062899,4.932053,0.32379,7.7516,9.4148,10.33157,,,,,,,,,,,,,,,,,,,,
2020-12-16,6.5383,7.9377,8.780544,5.14233,0.063016,4.93457,0.328092,7.7512,9.42047,10.42038,,,,,,,,,,,,,,,,,,,,
2020-12-17,6.5313,7.9573,8.809095,5.118222,0.063049,4.938818,0.328681,7.7514,9.45441,10.46614,,,,,,,,,,,,,,,,,,,,
2020-12-18,6.5321,8.0062,8.862224,5.126574,0.063273,4.969443,0.329546,7.75209,9.5035,10.51819,,,,,,,,,,,,,,,,,,,,
2020-12-21,6.536,7.996,8.81713,5.109948,0.063191,4.977717,0.325272,7.75214,9.46959,10.38868,,,,,,,,,,,,,,,,,,,,
2020-12-22,6.5482,8.0124,8.803861,5.089503,0.063319,4.957478,0.327698,7.75263,9.4843,10.42605,,,,,,,,,,,,,,,,,,,,
2020-12-23,6.5422,7.9495,8.738797,5.066469,0.063121,4.928728,0.325421,7.7526,9.44733,10.38756,,,,,,,,,,,,,,,,,,,,
2020-12-24,6.5396,7.9631,8.820252,5.085026,0.063078,4.950883,0.326182,7.75236,9.4488,10.4674,,,,,,,,,,,,,,,,,,,,
2020-12-25,6.529,7.9453,8.832994,5.067207,0.062926,4.952898,0.328619,7.7533,9.4444,10.5095,,,,,,,,,,,,,,,,,,,,
2020-12-28,6.5408,7.9469,8.833316,5.05243,0.062804,4.929231,0.329185,7.75347,9.46231,10.52151,,,,,,,,,,,,,,,,,,,,
2020-12-29,6.5356,7.9783,8.790546,5.083663,0.062944,4.953604,0.326678,7.7546,9.4753,10.44084,,,,,,,,,,,,,,,,,,,,
2020-12-30,6.53,7.9906,8.806866,5.089181,0.062999,4.964346,0.327565,7.75377,9.50008,10.4652,,,,,,,,,,,,,,,,,,,,
2020-12-31,6.5222,8.0128,8.87082,5.10922,0.063164,5.009659,0.327899,7.75218,9.53487,10.56509,,,,,,,,,,,,,,,,,,,,
2021-01-01,6.5317,7.9656,8.911725,5.120723,0.062963,5.017457,0.328647,7.7532,9.4358,10.5993,,,,,,,,,,,,,,,,,,,,
2021-01-04,6.532,7.9622,8.911625,5.122041,0.063095,5.058741,0.329109,7.75301,9.49703,10.6081,,,,,,,,,,,,,,,,,,,,
2021-01-05,6.4605,7.9055,8.760576,5.047622,0.062571,4.947534,0.323957,7.75302,9.4971,10.52038,,,,,,,,,,,,,,,,,,,,
2021-01-06,6.4552,7.9274,8.782036,5.088528,0.062812,5.006771,0.324346,7.75275,9.53557,10.56522,,,,,,,,,,,,,,,,,,,,
2021-01-07,6.4607,7.9569,8.78591,5.09448,0.062654,5.042133,0.328692,7.7529,9.56605,10.5633,,,,,,,,,,,,,,,,,,,,
2021-01-08,6.4772,7.9346,8.774204,5.101008,0.062326,5.027123,0.323858,7.753,9.5111,10.51871,,,,,,,,,,,,,,,,,,,,
2021-01-11,6.4743,7.9023,8.76768,5.092081,0.062192,5.02218,0.3229,7.75435,9.44912,10.47943,,,,,,,,,,,,,,,,,,,,
2021-01-12,6.4797,7.8661,8.744667,5.068152,0.062159,4.991091,0.322977,7.7551,9.43016,10.48615,,,,,,,,,,,,,,,,,,,,
2021-01-13,6.4629,7.8772,8.817833,5.078228,0.06221,5.015752,0.326501,7.75409,9.46635,10.59829,,,,,,,,,,,,,,,,,,,,
2021-01-14,6.467,7.8539,8.812479,5.08715,0.062202,5.002277,0.326018,7.7534,9.42917,10.58101,,,,,,,,,,,,,,,,,,,,
2021-01-15,6.4731,7.8592,8.851049,5.114156,0.06227,5.028171,0.328195,7.7532,9.4204,10.6075,,,,,,,,,,,,,,,,,,,,
2021-01-18,6.4797,7.8189,8.797637,5.08381,0.062329,4.986225,0.32654,7.75325,9.356,10.52372,,,,,,,,,,,,,,,,,,,,
2021-01-19,6.4914,7.8315,8.806465,5.0859,0.062538,4.983566,0.329585,7.7531,9.3624,10.5281,,,,,,,,,,,,,,,,,,,,
2021-01-20,6.4779,7.8477,8.821209,5.086019,0.06229,4.99023,0.329899,7.75198,9.4083,10.57595,,,,,,,,,,,,,,,,,,,,
2021-01-21,6.4654,7.8188,8.8177,5.11627,0.062371,5.010439,0.33012,7.7518,9.39089,10.59361,,,,,,,,,,,,,,,,,,,,
2021-01-22,6.4614,7.8524,8.862741,5.105593,0.062347,5.009122,0.327374,7.7516,9.4301,10.64086,,,,,,,,,,,,,,,,,,,,
2021-01-25,6.4808,7.8778,8.85793,5.083704,0.062359,4.993149,0.324968,7.75171,9.43267,10.61008,,,,,,,,,,,,,,,,,,,,
2021-01-26,6.4787,7.8582,8.847656,5.079767,0.062371,4.991996,0.322241,7.7514,9.4112,10.6017,,,,,,,,,,,,,,,,,,,,
2021-01-27,6.4637,7.8532,8.869163,5.086154,0.06232,5.004126,0.323374,7.7517,9.4279,10.6501,,,,,,,,,,,,,,,,,,,,
2021-01-28,6.4821,7.8413,8.862229,5.055784,0.062184,4.958183,0.31882,7.75166,9.38,10.5947,,,,,,,,,,,,,,,,,,,,
2021-01-29,6.4484,7.8069,8.842745,5.019437,0.061743,4.939547,0.318404,7.75252,9.3933,10.63922,,,,,,,,,,,,,,,,,,,,
2021-02-01,6.4268,7.7885,8.79639,5.024507,0.061311,4.906003,0.313422,7.75285,9.3987,10.61815,,,,,,,,,,,,,,,,,,,,
2021-02-02,6.4675,7.7913,8.825868,5.028133,0.06156,4.931432,0.31753,7.75262,9.35572,10.6018,,,,,,,,,,,,,,,,,,,,
2021-02-03,6.4564,7.7632,8.807306,5.043168,0.0614,4.906431,0.320613,7.7513,9.33119,10.58774,,,,,,,,,,,,,,,,,,,,
2021-02-04,6.4592,7.7645,8.801539,5.048372,0.061453,4.925053,0.319809,7.75126,9.33221,10.57845,,,,,,,,,,,,,,,,,,,,
2021-02-05,6.4707,7.7325,8.831187,5.041321,0.061239,4.916106,0.31739,7.7525,9.2754,10.60097,,,,,,,,,,,,,,,,,,,,
2021-02-08,6.4657,7.7804,8.871557,5.065117,0.061264,4.956974,0.321494,7.75246,9.34016,10.64932,,,,,,,,,,,,,,,,,,,,
2021-02-09,6.448,7.7612,8.848819,5.055892,0.061207,4.962785,0.320747,7.75219,9.34263,10.65476,,,,,,,,,,,,,,,,,,,,
2021-02-10,6.4342,7.7894,8.87792,5.062008,0.061463,4.973704,0.320367,7.75163,9.39218,10.70872,,,,,,,,,,,,,,,,,,,,
2021-02-11,6.4572,7.8167,8.921697,5.079509,0.061641,4.980819,0.322388,7.7522,9.39393,10.72136,,,,,,,,,,,,,,,,,,,,
2021-02-12,6.4569,7.8254,8.910651,5.076355,0.061571,4.997812,0.32339,7.7527,9.40409,10.70668,,,,,,,,,,,,,,,,,,,,
2021-02-15,6.4572,7.8173,8.934057,5.080689,0.061471,5.002395,0.323884,7.75229,9.39693,10.7507,,,,,,,,,,,,,,,,,,,,
2021-02-16,6.4572,7.8228,8.970535,5.10464,0.061205,5.02311,0.323681,7.75243,9.4031,10.7854,,,,,,,,,,,,,,,,,,,,
2021-02-17,6.4571,7.8064,8.968338,5.076983,0.060778,4.992896,0.319255,7.75208,9.37387,10.7664,,,,,,,,,,,,,,,,,,,,
2021-02-18,6.4576,7.7689,8.940146,5.077059,0.060919,5.001159,0.319485,7.7525,9.3372,10.74809,,,,,,,,,,,,,,,,,,,,
2021-02-19,6.4872,7.8355,9.055141,5.110205,0.061318,5.033836,0.319437,7.7528,9.37353,10.8277,,,,,,,,,,,,,,,,,,,,
2021-02-22,6.4858,7.8152,9.032444,5.094248,0.060999,5.061169,0.316574,7.75275,9.40086,10.87755,,,,,,,,,,,,,,,,,,,,
2021-02-23,6.4631,7.8544,9.084222,5.119441,0.061491,5.110115,0.311594,7.7537,9.4306,10.9103,,,,,,,,,,,,,,,,,,,,
2021-02-24,6.463,7.8465,9.114327,5.130148,0.061348,5.109107,0.315064,7.7536,9.42179,10.9467,,,,,,,,,,,,,,,,,,,,
2021-02-25,6.456,7.8447,9.118086,5.154056,0.060876,5.142623,0.316819,7.7545,9.4359,10.9657,,,,,,,,,,,,,,,,,,,,
2021-02-26,6.4538,7.8505,9.033735,5.113524,0.060602,5.07478,0.308633,7.7539,9.42842,10.86094,,,,,,,,,,,,,,,,,,,,
2021-03-01,6.4779,7.8036,9.007968,5.079285,0.060703,4.984466,0.311594,7.75648,9.37637,10.83627,,,,,,,,,,,,,,,,,,,,
2021-03-02,6.4632,7.7806,8.993002,5.107167,0.060431,5.018173,0.312927,7.7557,9.3428,10.80123,,,,,,,,,,,,,,,,,,,,
2021-03-03,6.4695,7.811,9.018717,5.114187,0.060531,5.055811,0.314001,7.7573,9.3734,10.82366,,,,,,,,,,,,,,,,,,,,
2021-03-04,6.4668,7.7906,9.006764,5.09869,0.060339,5.015832,0.308588,7.756,9.3447,10.80036,,,,,,,,,,,,,,,,,,,,
2021-03-05,6.469,7.7356,8.973067,5.097478,0.05985,4.984656,0.306103,7.7593,9.28549,10.77946,,,,,,,,,,,,,,,,,,,,
2021-03-08,6.4957,7.7315,8.980337,5.126492,0.059891,4.989158,0.305604,7.76385,9.25835,10.75468,,,,,,,,,,,,,,,,,,,,
2021-03-09,6.5246,7.7221,9.002032,5.149889,0.059821,4.989277,0.303576,7.76856,9.20703,10.7376,,,,,,,,,,,,,,,,,,,,
2021-03-10,6.5056,7.7347,9.026976,5.141552,0.059818,5.014138,0.30703,7.76164,9.2343,10.7796,,,,,,,,,,,,,,,,,,,,
2021-03-11,6.5049,7.7483,9.051891,5.148575,0.059924,5.025193,0.311208,7.7611,9.25475,10.8111,,,,,,,,,,,,,,,,,,,,
2021-03-12,6.493,7.7716,9.072083,5.176073,0.059754,5.051576,0.314965,7.75826,9.295,10.85256,,,,,,,,,,,,,,,,,,,,
2021-03-15,6.4985,7.6775,8.946555,5.212451,0.059626,5.044274,0.313762,7.76265,9.27551,10.81166,,,,,,,,,,,,,,,,,,,,
2021-03-16,6.4989,7.742,9.022048,5.202688,0.059474,5.029953,0.314463,7.76426,9.25818,10.79038,,,,,,,,,,,,,,,,,,,,
2021-03-17,6.505,7.7327,9.032209,5.221269,0.059585,5.03218,0.315787,7.7652,9.2408,10.79403,,,,,,,,,,,,,,,,,,,,
2021-03-18,6.5026,7.7829,9.072301,5.24109,0.059676,5.071667,0.319338,7.765,9.30412,10.85053,,,,,,,,,,,,,,,,,,,,
2021-03-19,6.5048,7.7445,9.051818,5.200494,0.059655,5.042045,0.317557,7.76475,9.2538,10.81164,,,,,,,,,,,,,,,,,,,,
2021-03-22,6.499,7.6962,8.959696,5.171274,0.05945,5.002145,0.314557,7.76525,9.2271,10.74004,,,,,,,,,,,,,,,,,,,,
2021-03-23,6.5063,7.756,9.009438,5.189659,0.059734,5.031289,0.316218,7.7659,9.26686,10.76421,,,,,,,,,,,,,,,,,,,,
2021-03-24,6.5149,7.71,8.949012,5.165955,0.059964,4.947111,0.313097,7.76693,9.19535,10.66337,,,,,,,,,,,,,,,,,,,,
2021-03-25,6.5146,7.6966,8.915678,5.180609,0.059912,4.946988,0.311957,7.7685,9.17667,10.63293,,,,,,,,,,,,,,,,,,,,
2021-03-26,6.5448,7.6963,8.982121,5.188662,0.059874,4.964725,0.316433,7.76838,9.14808,10.6803,,,,,,,,,,,,,,,,,,,,
2021-03-29,6.5405,7.707,9.00893,5.193518,0.059497,4.980421,0.316999,7.76885,9.15722,10.71309,,,,,,,,,,,,,,,,,,,,
2021-03-30,6.5687,7.7188,9.031375,5.21076,0.059738,5.0117,0.318755,7.77273,9.1463,10.70556,,,,,,,,,,,,,,,,,,,,
2021-03-31,6.571,7.6914,9.01815,5.200203,0.059494,4.991485,0.319353,7.7752,9.1151,10.6878,,,,,,,,,,,,,,,,,,,,
2021-04-01,6.5512,7.6742,9.019955,5.208769,0.059072,4.969614,0.32068,7.77456,9.1165,10.7164,,,,,,,,,,,,,,,,,,,,
2021-04-02,6.5644,7.7199,9.06812,5.225878,0.059278,4.994486,0.323507,7.7755,9.15718,10.75598,,,,,,,,,,,,,,,,,,,,
2021-04-05,6.5665,7.7233,9.06822,5.233475,0.059295,5.003807,0.32339,7.77625,9.1505,10.75389,,,,,,,,,,,,,,,,,,,,
2021-04-06,6.5659,7.7059,9.004647,5.186381,0.058874,4.961705,0.323352,7.77549,9.1871,10.8159,,,,,,,,,,,,,,,,,,,,
2021-04-07,6.5385,7.7452,9.028329,5.19315,0.059452,5.003857,0.324098,7.776,9.23268,10.7535,,,,,,,,,,,,,,,,,,,,
2021-04-08,6.541,7.7557,8.973564,5.180177,0.05948,4.974989,0.323631,7.78448,9.24196,10.697,,,,,,,,,,,,,,,,,,,,
2021-04-09,6.55,7.7962,8.985772,5.20815,0.059856,5.009493,0.325888,7.77686,9.26623,10.67943,,,,,,,,,,,,,,,,,,,,
2021-04-12,6.552,7.7867,8.898401,5.183289,0.059183,4.943417,0.324993,7.77766,9.25427,10.6638,,,,,,,,,,,,,,,,,,,,
2021-04-13,6.5479,7.7915,8.988462,5.207484,0.059802,4.990378,0.325048,7.77384,9.26002,10.6925,,,,,,,,,,,,,,,,,,,,
2021-04-14,6.5426,7.8103,8.988934,5.214267,0.060028,5.001392,0.32603,7.77246,9.2902,10.69374,,,,,,,,,,,,,,,,,,,,
2021-04-15,6.5281,7.8147,8.985512,5.209783,0.059898,5.038475,0.325006,7.7659,9.30498,10.6992,,,,,,,,,,,,,,,,,,,,
2021-04-16,6.5213,7.7971,8.980972,5.192449,0.059932,5.048559,0.327113,7.7671,9.29565,10.7051,,,,,,,,,,,,,,,,,,,,
2021-04-19,6.5111,7.7772,8.981223,5.18999,0.059653,5.017248,0.32689,7.77116,9.30091,10.73733,,,,,,,,,,,,,,,,,,,,
2021-04-20,6.5093,7.8262,9.092815,5.190681,0.060135,5.04785,0.328529,7.7657,9.35143,10.86463,,,,,,,,,,,,,,,,,,,,
2021-04-21,6.4985,7.8123,9.045881,5.146735,0.060048,5.013929,0.325788,7.76135,9.3389,10.81743,,,,,,,,,,,,,,,,,,,,
2021-04-22,6.49,7.8015,9.030859,5.184095,0.060012,5.025909,0.32635,7.7627,9.342,10.8128,,,,,,,,,,,,,,,,,,,,
2021-04-23,6.4903,7.7901,8.97448,5.185474,0.060039,4.995479,0.325606,7.75984,9.32156,10.73769,,,,,,,,,,,,,,,,,,,,
2021-04-26,6.4944,7.8429,9.008226,5.153902,0.059618,4.980665,0.327132,7.7609,9.38203,10.75973,,,,,,,,,,,,,,,,,,,,
2021-04-27,6.4845,7.8283,9.003235,5.22625,0.059884,5.051969,0.326534,7.7609,9.3755,10.78212,,,,,,,,,,,,,,,,,,,,
2021-04-28,6.4821,7.8277,9.002064,5.219163,0.059528,5.029363,0.323578,7.7623,9.38368,10.79103,,,,,,,,,,,,,,,,,,,,
2021-04-29,6.4779,7.8521,9.027997,5.259277,0.05963,5.04791,0.325659,7.7624,9.4184,10.8309,,,,,,,,,,,,,,,,,,,,
2021-04-30,6.4712,7.8356,9.013171,5.264763,0.059368,5.026039,0.323167,7.76333,9.41249,10.82946,,,,,,,,,,,,,,,,,,,,
2021-05-03,6.4735,7.7719,8.930537,5.25856,0.059139,4.983711,0.320537,7.7668,9.339,10.7322,,,,,,,,,,,,,,,,,,,,
2021-05-04,6.4728,7.7957,8.988988,5.264519,0.059263,5.016038,0.320629,7.7661,9.364,10.79668,,,,,,,,,,,,,,,,,,,,
2021-05-05,6.4728,7.7675,8.978503,5.254875,0.059135,4.985843,0.320532,7.76818,9.333,10.78724,,,,,,,,,,,,,,,,,,,,
2021-05-06,6.473,7.7619,8.989982,5.270098,0.059183,5.009875,0.319636,7.76939,9.32896,10.80577,,,,,,,,,,,,,,,,,,,,
2021-05-07,6.4632,7.7886,8.968908,5.310325,0.059199,5.026054,0.321791,7.7682,9.3704,10.7925,,,,,,,,,,,,,,,,,,,,
2021-05-10,6.4315,7.8144,8.980332,5.29653,0.059167,5.037713,0.323314,7.7656,9.45068,10.90244,,,,,,,,,,,,,,,,,,,,
2021-05-11,6.4151,7.7747,9.050314,5.297923,0.058903,5.022806,0.322157,7.76536,9.42736,10.97243,,,,,,,,,,,,,,,,,,,,
2021-05-12,6.4283,7.8,9.072536,5.308315,0.059112,5.035746,0.322,7.76843,9.43359,10.98008,,,,,,,,,,,,,,,,,,,,
2021-05-13,6.4552,7.7862,9.0669,5.319658,0.058802,4.985836,0.320485,7.76624,9.3796,10.9194,,,,,,,,,,,,,,,,,,,,
2021-05-14,6.4509,7.7845,9.053182,5.295132,0.058844,4.979013,0.323347,7.7679,9.3806,10.91013,,,,,,,,,,,,,,,,,,,,
2021-05-17,6.4361,7.8068,9.062224,5.308331,0.058777,4.998767,0.323904,7.7672,9.4358,10.95146,,,,,,,,,,,,,,,,,,,,
2021-05-18,6.4382,7.8152,9.089881,5.330306,0.058907,4.99829,0.325798,7.76628,9.44058,10.98665,,,,,,,,,,,,,,,,,,,,
2021-05-19,6.4242,7.8442,9.10563,5.316209,0.058942,4.998295,0.323672,7.76531,9.4901,11.01628,,,,,,,,,,,,,,,,,,,,
2021-05-20,6.434,7.8243,9.069552,5.297833,0.058848,4.964093,0.322781,7.7649,9.44968,10.9521,,,,,,,,,,,,,,,,,,,,
2021-05-21,6.4339,7.8595,9.119476,5.327909,0.059051,4.995931,0.323494,7.7623,9.48909,11.00979,,,,,,,,,,,,,,,,,,,,
2021-05-24,6.4332,7.831,9.095344,5.326642,0.058973,4.972971,0.322671,7.76408,9.45737,10.98,,,,,,,,,,,,,,,,,,,,
2021-05-25,6.4183,7.831,9.075359,5.320971,0.058891,4.970673,0.32295,7.76435,9.48296,10.98973,,,,,,,,,,,,,,,,,,,,
2021-05-26,6.41,7.8439,9.058152,5.306923,0.058852,4.961675,0.322017,7.7625,9.5062,10.9778,,,,,,,,,,,,,,,,,,,,
2021-05-27,6.3907,7.7849,9.014837,5.261105,0.058473,4.938574,0.321613,7.7628,9.46412,10.95672,,,,,,,,,,,,,,,,,,,,
2021-05-28,6.382,7.7725,9.054109,5.281666,0.058047,4.933981,0.31987,7.7603,9.4616,11.0214,,,,,,,,,,,,,,,,,,,,
2021-05-31,6.3674,7.7547,9.024615,5.265724,0.057885,4.906116,0.319551,7.76185,9.461,11.00529,,,,,,,,,,,,,,,,,,,,
2021-06-01,6.369,7.7803,9.043059,5.274538,0.058097,4.926236,0.319769,7.761,9.4919,11.0401,,,,,,,,,,,,,,,,,,,,
2021-06-02,6.3807,7.7852,9.017432,5.279138,0.058213,4.940978,0.319655,7.7592,9.4788,10.98299,,,,,,,,,,,,,,,,,,,,
2021-06-03,6.3801,7.782,9.0302,5.293499,0.05815,4.936862,0.320692,7.75846,9.471,10.993,,,,,,,,,,,,,,,,,,,,
2021-06-04,6.4027,7.7578,9.022271,5.281727,0.057998,4.901934,0.317903,7.758,9.40994,10.9459,,,,,,,,,,,,,,,,,,,,
2021-06-07,6.3943,7.7714,9.044399,5.284665,0.058304,4.942146,0.320614,7.75713,9.4359,10.98653,,,,,,,,,,,,,,,,,,,,
2021-06-08,6.3963,7.7899,9.060037,5.286479,0.058467,4.95684,0.32268,7.7592,9.45874,10.99862,,,,,,,,,,,,,,,,,,,,
2021-06-09,6.3995,7.7809,9.04534,5.277604,0.058396,4.946585,0.324813,7.76,9.44393,10.9781,,,,,,,,,,,,,,,,,,,,
2021-06-10,6.3865,7.7696,9.003726,5.266887,0.05819,4.929819,0.32369,7.76,9.4488,10.9486,,,,,,,,,,,,,,,,,,,,
2021-06-11,6.3923,7.7725,9.04984,5.278971,0.058385,4.949128,0.32443,7.7605,9.44581,10.99524,,,,,,,,,,,,,,,,,,,,
2021-06-14,6.3977,7.7372,9.020557,5.25824,0.058259,4.923579,0.321963,7.76152,9.39849,10.95685,,,,,,,,,,,,,,,,,,,,
2021-06-15,6.3972,7.7456,9.016034,5.264034,0.058071,4.930082,0.320773,7.762,9.407,10.95119,,,,,,,,,,,,,,,,,,,,
2021-06-16,6.405,7.7589,9.007912,5.250914,0.05812,4.91803,0.319909,7.76308,9.4116,10.9303,,,,,,,,,,,,,,,,,,,,
2021-06-17,6.3967,7.6626,8.936742,5.203408,0.057688,4.862456,0.313596,7.76294,9.31154,10.85916,,,,,,,,,,,,,,,,,,,,
2021-06-18,6.4474,7.6704,8.973855,5.216948,0.058384,4.867386,0.315883,7.76422,9.24928,10.82115,,,,,,,,,,,,,,,,,,,,
2021-06-21,6.4521,7.6466,8.895948,5.169879,0.058457,4.81868,0.312875,7.7644,9.215,10.72703,,,,,,,,,,,,,,,,,,,,
2021-06-22,6.4659,7.6968,8.996375,5.221652,0.058521,4.868388,0.31532,7.76462,9.24906,10.81107,,,,,,,,,,,,,,,,,,,,
2021-06-23,6.4803,7.7283,9.029284,5.259745,0.058498,4.892504,0.31861,7.7661,9.26973,10.83282,,,,,,,,,,,,,,,,,,,,
2021-06-24,6.473,7.7124,9.029932,5.254311,0.058237,4.896628,0.320511,7.76475,9.26307,10.84463,,,,,,,,,,,,,,,,,,,,
2021-06-25,6.471,7.712,8.999707,5.245802,0.058286,4.902468,0.326046,7.763,9.25937,10.80256,,,,,,,,,,,,,,,,,,,,
2021-06-28,6.4463,7.6842,8.933039,5.238037,0.058115,4.887857,0.325436,7.76153,9.26804,10.78371,,,,,,,,,,,,,,,,,,,,
2021-06-29,6.4551,7.6897,8.949319,5.228143,0.058295,4.880311,0.325733,7.76278,9.25922,10.77294,,,,,,,,,,,,,,,,,,,,
2021-06-30,6.4631,7.6822,8.936428,5.205698,0.058386,4.848183,0.326368,7.7633,9.23842,10.74419,,,,,,,,,,,,,,,,,,,,
2021-07-01,6.4562,7.6475,8.917876,5.203209,0.058027,4.835485,0.323872,7.76436,9.20504,10.7363,,,,,,,,,,,,,,,,,,,,
2021-07-02,6.4676,7.6547,8.890038,5.193311,0.057904,4.824287,0.323217,7.76579,9.19906,10.68475,,,,,,,,,,,,,,,,,,,,
2021-07-05,6.4721,7.6703,8.943985,5.201177,0.057715,4.824007,0.326905,7.76534,9.20612,10.74024,,,,,,,,,,,,,,,,,,,,
2021-07-06,6.4628,7.6593,8.944068,5.23281,0.058201,4.870287,0.325994,7.7674,9.2132,10.75986,,,,,,,,,,,,,,,,,,,,
2021-07-07,6.4781,7.6497,8.930027,5.194301,0.0585,4.850791,0.323716,7.76685,9.1797,10.7207,,,,,,,,,,,,,,,,,,,,
2021-07-08,6.4715,7.6256,8.922429,5.179195,0.058435,4.838939,0.324379,7.7678,9.15972,10.71884,,,,,,,,,,,,,,,,,,,,
2021-07-09,6.4891,7.6781,8.937506,5.174101,0.059018,4.82011,0.324762,7.7677,9.20148,10.7101,,,,,,,,,,,,,,,,,,,,
2021-07-12,6.478,7.6791,8.890245,5.201598,0.058731,4.847823,0.326172,7.76718,9.2192,10.79507,,,,,,,,,,,,,,,,,,,,
2021-07-13,6.4746,7.6717,8.980488,5.191527,0.058618,4.837001,0.326548,7.7663,9.2118,10.7835,,,,,,,,,,,,,,,,,,,,
2021-07-14,6.4675,7.6092,8.921971,5.160225,0.05841,4.808431,0.322694,7.766,9.14417,10.72089,,,,,,,,,,,,,,,,,,,,
2021-07-15,6.4683,7.6468,8.95443,5.162255,0.058722,4.833077,0.325025,7.76601,9.1883,10.7615,,,,,,,,,,,,,,,,,,,,
2021-07-16,6.4601,7.6217,8.923575,5.121996,0.058766,4.789144,0.324149,7.7679,9.1729,10.7405,,,,,,,,,,,,,,,,,,,,
2021-07-19,6.4782,7.6388,8.908705,5.097218,0.058375,4.756254,0.325469,7.76799,9.17563,10.69093,,,,,,,,,,,,,,,,,,,,
2021-07-20,6.4894,7.6473,8.863487,5.085423,0.059166,4.758108,0.323853,7.7707,9.16296,10.6202,,,,,,,,,,,,,,,,,,,,
2021-07-21,6.4839,7.63,8.829639,5.109267,0.058916,4.75265,0.322005,7.7723,9.15646,10.59658,,,,,,,,,,,,,,,,,,,,
2021-07-22,6.467,7.6202,8.85959,5.140494,0.058575,4.751368,0.320988,7.77266,9.16486,10.6591,,,,,,,,,,,,,,,,,,,,
2021-07-23,6.4697,7.6079,8.896232,5.144236,0.058692,4.770883,0.321832,7.7709,9.14786,10.7021,,,,,,,,,,,,,,,,,,,,
2021-07-26,6.4804,7.6204,8.898715,5.148986,0.058549,4.76937,0.323078,7.76897,9.1445,10.6872,,,,,,,,,,,,,,,,,,,,
2021-07-27,6.4817,7.6401,8.944298,5.159241,0.058652,4.779968,0.323692,7.7788,9.1823,10.7558,,,,,,,,,,,,,,,,,,,,
2021-07-28,6.5097,7.6853,9.025746,5.164357,0.05922,4.790589,0.326234,7.78251,9.19944,10.80309,,,,,,,,,,,,,,,,,,,,
2021-07-29,6.4894,7.6784,9.013542,5.177351,0.058995,4.782217,0.325875,7.7805,9.2162,10.8196,,,,,,,,,,,,,,,,,,,,
2021-07-30,6.4553,7.6658,9.003014,5.180552,0.058932,4.771338,0.325181,7.77004,9.2372,10.84947,,,,,,,,,,,,,,,,,,,,
2021-08-02,6.4605,7.655,8.971908,5.174198,0.058847,4.740643,0.325209,7.7721,9.22196,10.79905,,,,,,,,,,,,,,,,,,,,
2021-08-03,6.461,7.6629,8.962863,5.162568,0.059058,4.750533,0.324646,7.77375,9.23009,10.79779,,,,,,,,,,,,,,,,,,,,
2021-08-04,6.4692,7.6669,8.990017,5.154916,0.059286,4.780842,0.325698,7.7771,9.23062,10.8219,,,,,,,,,,,,,,,,,,,,
2021-08-05,6.4652,7.6442,8.968265,5.146808,0.058985,4.76643,0.323901,7.77555,9.2019,10.79902,,,,,,,,,,,,,,,,,,,,
2021-08-06,6.4603,7.6361,8.988723,5.163016,0.05879,4.778536,0.324178,7.77637,9.20178,10.83009,,,,,,,,,,,,,,,,,,,,
2021-08-09,6.4825,7.6138,8.969565,5.131907,0.058463,4.737638,0.322998,7.7802,9.13935,10.7888,,,,,,,,,,,,,,,,,,,,
2021-08-10,6.4852,7.6025,8.968658,5.150799,0.058723,4.748709,0.323131,7.7831,9.1329,10.7765,,,,,,,,,,,,,,,,,,,,
2021-08-11,6.4849,7.592,8.963579,5.173152,0.058582,4.759325,0.323106,7.7809,9.11853,10.7657,,,,,,,,,,,,,,,,,,,,
2021-08-12,6.4782,7.5978,8.973956,5.174249,0.058632,4.772076,0.325056,7.77837,9.1322,10.7849,,,,,,,,,,,,,,,,,,,,
2021-08-13,6.4783,7.5926,8.937096,5.167509,0.058608,4.750436,0.324704,7.78166,9.13179,10.7466,,,,,,,,,,,,,,,,,,,,
2021-08-16,6.4764,7.6307,8.972985,5.171367,0.059006,4.766543,0.32614,7.7822,9.1762,10.7877,,,,,,,,,,,,,,,,,,,,
2021-08-17,6.4736,7.6153,8.950752,5.143301,0.059167,4.744926,0.325632,7.78401,9.16696,10.774,,,,,,,,,,,,,,,,,,,,
2021-08-18,6.4851,7.5833,8.899837,5.130073,0.059102,4.700687,0.324295,7.7918,9.12338,10.7053,,,,,,,,,,,,,,,,,,,,
2021-08-19,6.4832,7.5787,8.900202,5.113988,0.058954,4.682864,0.323528,7.7879,9.11377,10.70249,,,,,,,,,,,,,,,,,,,,
